timestamp,powerPctLeft,powerPctRight,vRot
52275.022691,0,0,0
52275.024721,0,0,0.01524390280246734619
52275.026777,0,0,0.03048780560493469238
52275.028834,0,0,0
52275.03089,0,0,0
52275.032946,0,0,0.03048780560493469238
52275.035003,0,0,0.06097561120986938477
52275.037059,0,0,-0.03048780560493469238
52275.039112,0,0,0
52275.041154,0,0,-0.01524390280246734619
52275.043196,0,0,0.06097561120986938477
52275.045237,0,0,0.09146341681480407715
52275.047279,0,0,0.03048780560493469238
52275.049321,0,0,0
52275.051362,0,0,0.06097561120986938477
52275.053404,0,0,0.09146341681480407715
52275.055425,0,0,0.09146341681480407715
52275.057426,0,0,0.06097561120986938477
52275.059427,0,0,0.03048780560493469238
52275.061428,0,0,0.03048780560493469238
52275.063429,0,0,0.09146341681480407715
52275.065429,0,0,0.03048780560493469238
52275.06743,0,0,0
52275.069431,0,0,-0.03048780560493469238
52275.071381,0,0,-0.03048780560493469238
52275.073324,0,0,-0.03048780560493469238
52275.075266,0,0,-0.03048780560493469238
52275.077209,0,0,0.03048780560493469238
52275.079152,0,0,0
52275.081095,0,0,0.03048780560493469238
52275.083037,0,0,0
52275.085329,0,0,0
52275.090066,0,0,0
52275.094803,0,0,0
52275.099539,0,0,-0.04573170840740203857
52275.104276,0,0,-0.06097561120986938477
52275.109013,0,0,-0.09146341681480407715
52275.113749,0,0,-0.12195122241973876953
52275.118486,0,0,-0.15243902802467346191
52275.121449,0,0,-0.09146341681480407715
52275.121455,0,0,-0.12195122241973876953
52275.121462,0,0,-0.09146341681480407715
52275.121468,0,0,-0.10670731961727142334
52275.121475,0,0,-0.12195122241973876953
52275.121481,0,0,-0.03048780560493469238
52275.121488,0,0,-0.06097561120986938477
52275.121495,0,0,-0.09146341681480407715
52275.122535,0,0,-0.15243902802467346191
52275.123724,0,0,-0.1829268336296081543
52275.124913,0,0,-0.12195122241973876953
52275.126101,0,0,0
52275.12729,0,0,0.06097561120986938477
52275.128478,0,0,0.03048780560493469238
52275.129667,0,0,0.03048780560493469238
52275.130963,0,0,0
52275.133015,0,0,0
52275.135067,0,0,0.03048780560493469238
52275.137119,0,0,0
52275.139171,0,0,-0.03048780560493469238
52275.141222,0,0,-0.03048780560493469238
52275.143274,0,0,-0.03048780560493469238
52275.145326,0,0,-0.03048780560493469238
52275.14742,0,0,0
52275.149585,0,0,0
52275.15175,0,0,-0.03048780560493469238
52275.153915,0,0,0
52275.15608,0,0,0.04573170840740203857
52275.158245,0,0,0
52275.16041,0,0,0
52275.162575,0,0,0.03048780560493469238
52275.16441,0,0,0.03048780560493469238
52275.166198,0,0,0.06097561120986938477
52275.167986,0,0,0.12195122241973876953
52275.169774,0,0,0.12195122241973876953
52275.171562,0,0,0.07621951401233673096
52275.17335,0,0,0.06097561120986938477
52275.175137,0,0,0.03048780560493469238
52275.176961,0,0,0.03048780560493469238
52275.179031,0,0,-0.03048780560493469238
52275.181102,0,0,-0.03048780560493469238
52275.183172,0,0,0.03048780560493469238
52275.185243,0,0,-0.09146341681480407715
52275.187313,0,0,-0.12195122241973876953
52275.189384,0,0,-0.15243902802467346191
52275.191454,0,0,-0.15243902802467346191
52275.193512,0,0,-0.12195122241973876953
52275.195557,0,0,-0.09146341681480407715
52275.197601,0,0,-0.06097561120986938477
52275.199646,0,0,-0.03048780560493469238
52275.20169,0,0,0.03048780560493469238
52275.203735,0,0,0.04573170840740203857
52275.20578,0,0,0.03048780560493469238
52275.207824,0,0,0
52275.209746,0,0,0
52275.211627,0,0,-0.03048780560493469238
52275.213508,0,0,-0.03048780560493469238
52275.21539,0,0,-0.06097561120986938477
52275.217271,0,0,-0.03048780560493469238
52275.219152,0,0,0.03048780560493469238
52275.221033,0,0,0.03048780560493469238
52275.222914,0,0,0
52275.224989,0,0,-0.03048780560493469238
52275.227063,0,0,-0.03048780560493469238
52275.229138,0,0,-0.06097561120986938477
52275.231213,0,0,0.03048780560493469238
52275.233288,0,0,0.03048780560493469238
52275.235362,0,0,0.09146341681480407715
52275.237437,0,0,0.06097561120986938477
52275.239498,0,0,0
52275.241547,0,0,0.06097561120986938477
52275.243595,0,0,0.03048780560493469238
52275.245643,0,0,0.09146341681480407715
52275.247691,0,0,0.06097561120986938477
52275.24974,0,0,-0.03048780560493469238
52275.251788,0,0,-0.03048780560493469238
52275.253836,0,0,0
52275.25576,0,0,0.03048780560493469238
52275.257643,0,0,0
52275.259526,0,0,-0.03048780560493469238
52275.261409,0,0,0
52275.263291,0,0,0
52275.265174,0,0,0.03048780560493469238
52275.267057,0,0,-0.01524390280246734619
52275.26894,0,0,-0.03048780560493469238
52275.27103,0,0,-0.03048780560493469238
52275.273121,0,0,0
52275.275212,0,0,0
52275.277302,0,0,0.03048780560493469238
52275.279393,0,0,0.03048780560493469238
52275.281483,0,0,0.06097561120986938477
52275.283574,0,0,0.03048780560493469238
52275.285545,0,0,-0.03048780560493469238
52275.287443,0,0,-0.06097561120986938477
52275.289341,0,0,-0.06097561120986938477
52275.29124,0,0,0.03048780560493469238
52275.293138,0,0,0.03048780560493469238
