timestamp,powerPctLeft,powerPctRight,vLeft,vMouse,vRight
48787.112125,0,0,0,0,0
48787.114114,0,0,0,0,0
48787.11615,0,0,0,0,0
48787.118207,0,0,0,0,0
48787.120265,0,0,0,0,0
48787.122322,0,0,0,0,0
48787.12418,0,0,0,0,0
48787.125992,0,0,0,0,0
48787.127804,0,0,0,0,0
48787.129615,0,0,0,0,0
48787.13163,0,0,0,0,0
48787.133657,0,0,0,0,0
48787.135685,0,0,0,0,0
48787.137713,0,0,0,0,0
48787.139731,0,0,0,0,0
48787.14175,0,0,0,0,0
48787.143769,0,0,0,0,0
48787.145789,0,0,0,0,0
48787.147814,0,0,0,0,0
48787.149839,0,0,0,0,0
48787.151865,0,0,0,0,0
48787.153885,0,0,0,0,0
48787.155896,0,0,0,0,0
48787.157907,0,0,0,0,0
48787.159917,0,0,0,0,0
48787.161934,0,0,0,0,0
48787.163959,0,0,0,0,0
48787.165983,0,0,0,0,0
48787.168008,0,0,0,0,0
48787.17003,0,0,0,0,0
48787.17205,0,0,0,0,0
48787.17407,0,0,0,0,0
48787.17609,0,0,0,0,0
48787.178103,0,0,0,0,0
48787.180113,0,0,0,0,0
48787.182122,0,0,0,0,0
48787.184132,0,0,0,0,0
48787.186048,0,0,0,0,0
48787.187944,0,0,0,0,0
48787.189839,0,0,0,0,0
48787.191735,0,0,0,0,0
48787.193724,0,0,0,0,0
48787.195719,0,0,0,0,0
48787.197715,0,0,0,0,0
48787.199714,0,0,0,0,0
48787.201759,0,0,0,0,0
48787.203804,0,0,0,0,0
48787.205849,0,0,0,0,0
48787.207884,0,0,0,0,0
48787.209875,0,0,0,0,0
48787.211867,0,0,0,0,0
48787.213859,0,0,0,0,0
48787.215856,0,0,0,0,0
48787.217866,0,0,0,0,0
48787.219876,0,0,0,0,0
48787.221886,0,0,0,0,0
48787.223901,0,0,0,0,0
48787.225922,0,0,0,0,0
48787.227942,0,0,0,0,0
48787.229963,0,0,0,0,0
48787.231979,0,0,0,0,0
48787.233992,0,0,0,0,0
48787.236005,0,0,0,0,0
48787.238017,0,0,0,0,0
48787.240043,0,0,0,0,0
48787.242074,0,0,0,0,0
48787.244105,0,0,0,0,0
48787.246135,0,0,0,0,0
48787.248054,0,0,0,0,0
48787.249947,0,0,0,0,0
48787.25184,0,0,0,0,0
48787.253732,0,0,0,0,0
48787.25574,0,0,0,0,0
48787.257754,0,0,0,0,0
48787.259769,0,0,0,0,0
48787.261784,0,0,0,0,0
48787.263801,0,0,0,0,0
48787.265817,0,0,0,0,0
48787.267834,1,1,0,0,0
48787.269852,1,1,0,0,0
48787.271873,1,1,0,0,0
48787.273895,1,1,0,0,0
48787.275916,1,1,0,0,0
48787.277932,1,1,0,0,0
48787.279936,1,1,0,0,0
48787.281941,1,1,0,0,0
48787.283945,1,1,0,0,0
48787.285953,1,1,0,0,0
48787.287964,1,1,0,0,0
48787.289976,1,1,0,0,0
48787.291988,1,1,0,0,0
48787.294012,1,1,0,0,0
48787.296045,1,1,0,0,0
48787.298078,1,1,0,0,0
48787.300111,1,1,0,0,0
48787.30215,1,1,0,0,0
48787.304192,1,1,0,0,0
48787.306234,1,1,0,0,0
48787.308275,1,1,0,0,0
48787.310132,1,1,0,0,0
48787.311946,1,1,0,0,0
48787.313761,1,1,0,0,0
48787.315575,1,1,0,0,0
48787.3176,1,1,0,0,0
48787.31964,1,1,0,0,0
48787.32168,1,1,0,0,0
48787.323718,1,1,0,0,0
48787.325736,1,1,0,0,0
48787.327754,1,1,0,0,0
48787.329771,1,1,0,0,0
48787.331966,1,1,0,0,0
48787.33493,1,1,0,0,0
48787.337893,1,1,0,0,0
48787.340856,1,1,0,0,0
48787.343233,1,1,0,0,0
48787.344319,1,1,0,0,0
48787.345405,1,1,0,0,0
48787.346491,1,1,0,0,0
48787.347987,1,1,0,0,0
48787.350012,1,1,0,0,0
48787.352037,1,1,0,0,0
48787.354062,1,1,0,0,0
48787.356075,1,1,0,0,0
48787.358077,1,1,0,0,0
48787.36008,1,1,0,0,0
48787.362082,1,1,0,0,0
48787.364094,1,1,0,0,0
48787.36611,1,1,0,0,0
48787.368126,1,1,0,0,0
48787.370142,1,1,0,0,0
48787.372044,1,1,0,0,0
48787.373918,1,1,0,0,0
48787.375793,1,1,0,0,0
48787.377668,1,1,0,0,0
48787.379675,1,1,0,0,0
48787.381691,1,1,0,0,0
48787.383706,1,1,0,0,0
48787.385724,1,1,0,0,0
48787.387774,1,1,0,0,0
48787.389824,1,1,0,0,0
48787.391874,1,1,0,0,0
48787.393917,1,1,0,0,0
48787.395932,1,1,0,0,0
48787.397948,1,1,0,0,0
48787.399963,1,1,0,0,0
48787.401973,1,1,0,0,0
48787.40397,1,1,0,0,0
48787.405967,1,1,0,0,0
48787.407964,1,1,0,0,0
48787.409979,1,1,0,0,0
48787.412017,1,1,0,0,0
48787.414055,1,1,0,0,0
48787.416093,1,1,0,0,0
48787.418118,1,1,0,0,0
48787.420135,1,1,0,0,0
48787.422151,1,1,0,0,0
48787.424167,1,1,0,0,0
48787.426179,1,1,0,0,0
48787.428188,1,1,0,0,0
48787.430198,1,1,0,0,0
48787.432208,1,1,0,0,0
48787.434085,1,1,0,0,0
48787.435933,1,1,0,0,0
48787.43778,1,1,0,0,0
48787.439627,1,1,0,0,0
48787.441652,1,1,0,0,0
48787.443689,1,1,0,0,0
48787.445725,1,1,0,0,0
48787.44776,1,1,0,0,0
48787.449764,1,1,0,0,0
48787.451769,1,1,0,0,0
48787.453773,1,1,0,0,0
48787.455779,1,1,0,0,0
48787.45779,1,1,0,0,0
48787.459801,1,1,0,0,0
48787.461813,1,1,0,0,0
48787.463827,1,1,0,0,0
48787.465845,1,1,0,0,0
48787.467864,1,1,0,0,0
48787.469882,1,1,0,0,0
48787.471907,1,1,0,0,0
48787.473941,1,1,0,0,0
48787.475974,1,1,0,0,0
48787.478007,1,1,0,0,0
48787.480048,1,1,0,0,0
48787.482094,1,1,0,0,0
48787.484139,1,1,0,0,0
48787.486185,1,1,0,0,0
48787.488199,1,1,0,0,0
48787.490199,1,1,0,0,0
48787.492198,1,1,0,0,0
48787.494198,1,1,0,0,0
48787.496092,1,1,0,0,0
48787.497962,1,1,0,0,0
48787.499832,1,1,0,0,0
48787.501701,1,1,0,0,0
48787.503715,1,1,0,0,0
48787.505739,1,1,0,0,0
48787.507763,1,1,0,0,0
48787.509786,1,1,0,0,0
48787.511808,1,1,0,0,0
48787.513829,1,1,0,0,0
48787.51585,1,1,0,0,0
48787.517873,1,1,0,0,0
48787.519899,1,1,0,0,0
48787.521925,1,1,0,0,0
48787.523951,1,1,0,0,0
48787.525967,1,1,0,0,0
48787.527961,1,1,0,0,0
48787.529955,1,1,0,0,0
48787.531949,1,1,0,0,0
48787.533949,1,1,0,0,0
48787.535958,1,1,0,0,0
48787.537967,1,1,0,0,0
48787.539975,1,1,0,0,0
48787.541984,1,1,0,0,0
48787.543993,1,1,0,0,0
48787.546001,1,1,0,0,0
48787.54801,1,1,0,0,0
48787.550019,1,1,0,0,0
48787.552028,1,1,0,0,0
48787.554036,1,1,0,0,0
48787.556045,1,1,0,0,0
48787.558054,1,1,0,0,0
48787.560062,1,1,0,0,0
48787.562071,1,1,0,0,0
48787.56408,1,1,0,0,0
48787.565992,1,1,0,0,0
48787.567897,1,1,0,0,0
48787.569803,1,1,0,0,0
48787.571716,1,1,0,0,0
48787.573733,1,1,0,0,0
48787.575749,1,1,0,0,0
48787.577766,1,1,0,0,0
48787.579785,1,1,0,0,0
48787.581811,1,1,0,0,0
48787.583838,1,1,0,0,0
48787.585865,1,1,0,0,0
48787.587892,1,1,0,0,0
48787.589921,1,1,0,0,0
48787.591949,1,1,0,0,0
48787.593978,1,1,0,0,0
48787.596004,1,1,0,0,0
48787.598027,1,1,0,0,0
48787.600051,1,1,0,0,0
48787.602075,1,1,0,0,0
48787.604086,1,1,0,0,0
48787.606088,1,1,0,0,0
48787.60809,1,1,0,0,0
48787.610092,1,1,0,0,0
48787.612111,1,1,0,0,0
48787.614138,1,1,0,0,0
48787.616165,1,1,0,0,0
48787.618192,1,1,0,0,0
48787.620198,1,1,0,0,0
48787.622199,1,1,0,0,0
48787.6242,1,1,0,0,0
48787.6262,1,1,0,0,0
48787.628088,1,1,0,0,0
48787.629969,1,1,0,0,0
48787.631849,1,1,0,0,0
48787.633739,1,1,0,0,0
48787.63577,1,1,0,0,0
48787.637801,1,1,0,0,0
48787.639833,1,1,0,0,0
48787.641858,1,1,0,0,0
48787.643859,1,1,0,0,0
48787.64586,1,1,0,0,0
48787.647861,1,1,0,0,0
48787.649881,1,1,0,0,0
48787.651943,1,1,0,0,0
48787.654005,1,1,0,0,0
48787.656067,1,1,0,0,0
48787.658125,1,1,0,0,0
48787.660177,1,1,0,0,0
48787.662228,1,1,0,0,0
48787.66428,1,1,0,0,0
48787.666268,1,1,0,0,0
48787.668206,1,1,0,0,0
48787.670145,1,1,0,0,0
48787.672083,1,1,0,0,0
48787.674071,1,1,0,0,0
48787.676082,1,1,0,0,0
48787.678093,1,1,0,0,0
48787.680103,1,1,0,0,0
48787.682073,1,1,0,0,0
48787.684033,1,1,0,0,0
48787.685992,1,1,0,0,0
48787.687952,1,1,0,0,0
48787.689918,1,1,0,0,0
48787.691885,1,1,0,0,0
48787.693852,1,1,0,0,0
48787.69582,1,1,0,0,0
48787.697801,1,1,0,0,0
48787.699782,1,1,0,0,0
48787.701763,1,1,0,0,0
48787.703752,1,1,0,0,0
48787.705774,1,1,0,0,0
48787.707797,1,1,0,0,0
48787.709819,1,1,0,0,0
48787.711853,1,1,0,0,0
48787.713914,1,1,0,0,0
48787.715975,1,1,0,0,0
48787.718037,1,1,0,0,0
48787.720089,1,1,0,0,0
48787.722129,1,1,0,0,0
48787.724169,1,1,0,0,0
48787.726209,1,1,0,0,0
48787.728201,1,1,0,0,0
48787.730157,1,1,0,0,0
48787.732112,1,1,0,0,0
48787.734068,1,1,0,0,0
48787.736083,1,1,0,0,0
48787.738124,1,1,0,0,0
48787.740165,1,1,0,0,0
48787.742207,1,1,0,0,0
48787.744101,1,1,0,0,0
48787.745962,1,1,0,0,0
48787.747822,1,1,0,0,0
48787.749683,1,1,0,0,0
48787.75169,1,1,0,0,0
48787.753706,1,1,0,0,0
48787.755723,1,1,0,0,0
48787.75774,1,1,0,0,0
48787.75977,1,1,0,0,0
48787.7618,1,1,0,0,0
48787.763829,1,1,0,0,0
48787.765856,1,1,0,0,0
48787.767866,1,1,0,0,0
48787.769875,1,1,0,0,0
48787.771885,1,1,0,0,0
48787.773901,1,1,0,0,0
48787.77593,1,1,0,0,0
48787.777959,1,1,0,0,0
48787.779988,1,1,0,0,0
48787.782026,1,1,0,0,0
48787.784076,1,1,0,0,0
48787.786126,1,1,0,0,0
48787.788176,1,1,0,0,0
48787.790189,1,1,0,0,0
48787.792174,1,1,0,0,0
48787.794159,1,1,0,0,0
48787.796145,1,1,0,0,0
48787.798145,1,1,0,0,0
48787.800152,1,1,0,0,0
48787.80216,1,1,0,0,0
48787.804167,1,1,0,0,0
48787.806058,1,1,0,0,0
48787.807923,1,1,0,0,0
48787.809787,1,1,0,0,0
48787.811651,1,1,0,0,0
48787.813682,1,1,0,0,0
48787.815723,1,1,0,0,0
48787.817764,1,1,0,0,0
48787.819805,1,1,0,0,0
48787.821836,1,1,0,0,0
48787.823866,1,1,0,0,0
48787.825897,1,1,0,0,0
48787.827921,1,1,0,0,0
48787.829913,1,1,0,0,0
48787.831905,1,1,0,0,0
48787.833897,1,1,0,0,0
48787.835901,1,1,0,0,0
48787.837928,1,1,0,0,0
48787.839955,1,1,0,0,0
48787.841983,1,1,0,0,0
48787.844005,1,1,0,0,0
48787.846021,1,1,0,0,0
48787.848037,1,1,0,0,0
48787.850053,1,1,0,0,0
48787.852069,1,1,0,0,0
48787.854086,1,1,0,0,0
48787.856102,1,1,0,0,0
48787.858119,1,1,0,0,0
48787.860141,1,1,0,0,0
48787.862166,1,1,0,0,0
48787.86419,1,1,0,0,0
48787.866215,1,1,0,0,0
48787.868122,1,1,0,0,0
48787.870002,1,1,0,0,0
48787.871882,1,1,0,0,0
48787.873762,1,1,0,0,0
48787.87575,1,1,0,0,0
48787.877744,1,1,0,0,0
48787.879739,1,1,0,0,0
48787.881736,1,1,0,0,0
48787.883767,1,1,0,0,0
48787.885797,1,1,0,0,0
48787.887828,1,1,0,0,0
48787.889859,1,1,0,0,0
48787.891892,1,1,0,0,0
48787.893925,1,1,0,0,0
48787.895959,1,1,0,0,0
48787.897981,1,1,0,0,0
48787.89998,1,1,0,0,0
48787.901979,1,1,0,0,0
48787.903978,1,1,0,0,0
48787.905987,1,1,0,0,0
48787.908007,1,1,0,0,0
48787.910028,1,1,0,0,0
48787.912048,1,1,0,0,0
48787.914064,1,1,0,0,0
48787.916078,1,1,0,0,0
48787.918091,1,1,0,0,0
48787.920104,1,1,0,0,0
48787.922122,1,1,0,0,0
48787.924143,1,1,0,0,0
48787.926164,1,1,0,0,0
48787.928185,1,1,0,0,0
48787.93009,1,1,0,0,0
48787.931968,1,1,0,0,0
48787.933846,1,1,0,0,0
48787.935724,1,1,0,0,0
48787.937725,1,1,0,0,0
48787.939735,1,1,0,0,0
48787.941745,1,1,0,0,0
48787.943756,1,1,0,0,0
48787.945777,1,1,0,0,0
48787.947798,1,1,0,0,0
48787.949819,1,1,0,0,0
48787.951839,1,1,0,0,0
48787.953852,1,1,0,0,0
48787.955865,1,1,0,0,0
48787.957878,1,1,0,0,0
48787.959911,1,1,0,0,0
48787.961988,1,1,0,0,0
48787.964065,1,1,0,0,0
48787.966141,1,1,0,0,0
48787.968211,1,1,0,0,0
48787.970271,1,1,0,0,0
48787.972331,1,1,0,0,0
48787.974391,1,1,0,0,0
48787.97637,1,1,0,0,0
48787.978287,1,1,0,0,0
48787.980204,1,1,0,0,0
48787.982121,1,1,0,0,0
48787.984147,1,1,0,0,0
48787.986223,1,1,0,0,0
48787.9883,1,1,0,0,0
48787.990376,1,1,0,0,0
48787.992247,1,1,0,0,0
48787.994071,1,1,0,0,0
48787.995894,1,1,0,0,0
48787.997718,1,1,0,0,0
48787.999711,1,1,0,0,0
48788.001715,1,1,0,0,0
48788.003718,1,1,0,0,0
48788.005724,1,1,0,0,0
48788.007756,1,1,0,0,0
48788.009787,1,1,0,0,0
48788.011819,1,1,0,0,0
48788.013847,1,1,0,0,0
48788.015862,1,1,0,0,0
48788.017876,1,1,0,0,0
48788.019891,1,1,0,0,0
48788.021905,1,1,0,0,0
48788.02392,1,1,0,0,0
48788.025935,1,1,0,0,0
48788.02795,1,1,0,0,0
48788.029976,1,1,0,0,0
48788.032017,1,1,0,0,0
48788.034058,1,1,0,0,0
48788.036099,1,1,0,0,0
48788.038116,1,1,0,0,0
48788.040115,1,1,0,0,0
48788.042113,1,1,0,0,0
48788.044112,1,1,0,0,0
48788.04614,1,1,0,0,0
48788.048181,1,1,0,0,0
48788.050221,1,1,0,0,0
48788.052262,1,1,0,0,0
48788.054146,1,1,0,0,0
48788.055993,1,1,0,0,0
48788.057841,1,1,0,0,0
48788.059688,1,1,0,0,0
48788.061714,1,1,0,0,0
48788.063752,1,1,0,0,0
48788.06579,1,1,0,0,0
48788.067852,1,1,0,0,0
48788.070275,1,1,0,0,0
48788.072698,1,1,0,0,0
48788.075121,1,1,0,0,0
48788.077393,1,1,0,0,0
48788.079012,1,1,0,0,0
48788.080631,1,1,0,0,0
48788.08225,1,1,0,0,0
48788.084032,1,1,0,0,0
48788.086171,1,1,0,0,0
48788.088309,1,1,0,0,0
48788.090448,1,1,0,0,0
48788.092477,1,1,0,0,0
48788.094363,1,1,0,0,0
48788.096249,1,1,0,0,0
48788.098135,1,1,0,0,0
48788.100093,1,1,0,0,0
48788.102106,1,1,0,0,0
48788.104118,1,1,0,0,0
48788.106131,1,1,0,0,0
48788.10815,1,1,0,0,0
48788.110171,1,1,0,0,0
48788.112192,1,1,0,0,0
48788.114213,1,1,0,0,0
48788.116108,1,1,0,0,0
48788.117974,1,1,0,0,0
48788.11984,1,1,0,0,0
48788.121706,1,1,0,0,0
48788.12372,1,1,0,0,0
48788.125744,1,1,0,0,0
48788.127769,1,1,0,0,0
48788.129798,1,1,0,0,0
48788.131894,1,1,0,0,0
48788.133991,1,1,0,0,0
48788.136087,1,1,0,0,0
48788.138154,1,1,0,0,0
48788.140093,1,1,0,0,0
48788.142032,1,1,0,0,0
48788.143972,1,1,0,0,0
48788.146005,1,1,0,0,0
48788.148247,1,1,0,0,0
48788.150489,1,1,0,0,0
48788.152731,1,1,0,0,0
48788.154972,1,1,0,0,0
48788.157214,1,1,0,0,0
48788.159456,1,1,0,0,0
48788.161697,1,1,0,0,0
48788.163574,1,1,0,0,0
48788.165167,1,1,0,0,0
48788.166759,1,1,0,0,0
48788.168352,1,1,0,0,0
48788.170229,1,1,0,0,0
48788.172234,1,1,0,0,0
48788.174239,1,1,0,0,0
48788.176245,1,1,0,0,0
48788.178134,1,1,0,0,0
48788.179997,1,1,0,0,0
48788.18186,1,1,0,0,0
48788.183723,1,1,0,0,0
48788.185729,1,1,0,0,0
48788.187745,1,1,0,0,0
48788.189761,1,1,0,0,0
48788.191777,1,1,0,0,0
48788.193798,1,1,0,0,0
48788.19582,1,1,0,0,0
48788.197842,1,1,0,0,0
48788.20017,1,1,0,0,0
48788.203824,1,1,0,0,0
48788.207478,1,1,0,0,0
48788.211133,1,1,0,0,0
48788.213768,1,1,0,0,0
48788.214161,1,1,0,0,0
48788.214554,1,1,0,0,0
48788.214947,1,1,0,0,0
48788.216053,1,1,0,0,0
48788.218074,1,1,0,0,0
48788.220096,1,1,0,0,0
48788.222117,1,1,0,0,0
48788.224131,1,1,0,0,0
48788.22614,1,1,0,0,0
48788.228148,1,1,0,0,0
48788.230157,1,1,0,0,0
48788.232175,1,1,0,0,0
48788.234199,1,1,0,0,0
48788.236222,1,1,0,0,0
48788.238245,1,1,0,0,0
48788.240151,1,1,0,0,0
48788.242029,1,1,0,0,0
48788.243907,1,1,0,0,0
48788.245785,1,1,0,0,0
48788.247774,1,1,0,0,0
48788.24977,1,1,0,0,0
48788.251766,1,1,0,0,0
48788.253764,1,1,0,0,0
48788.255795,1,1,0,0,0
48788.257827,1,1,0,0,0
48788.259858,1,1,0,0,0
48788.261891,1,1,0,0,0
48788.263928,1,1,0,0,0
48788.265965,1,1,0,0,0
48788.268001,1,1,0,0,0
48788.270027,1,1,0,0,0
48788.272027,1,1,0,0,0
48788.274028,1,1,0,0,0
48788.276028,1,1,0,0,0
48788.278043,1,1,0,0,0
48788.280075,1,1,0,0,0
48788.282107,1,1,0,0,0
48788.284139,1,1,0,0,0
48788.286147,1,1,0,0,0
48788.288136,1,1,0,0,0
48788.290125,1,1,0,0,0
48788.292114,1,1,0,0,0
48788.294132,1,1,0,0,0
48788.296161,1,1,0,0,0
48788.298191,1,1,0,0,0
48788.300221,1,1,0,0,0
48788.30213,1,1,0,0,0
48788.304012,1,1,0,0,0
48788.305893,1,1,0,0,0
48788.307774,1,1,0,0,0
48788.309769,1,1,0,0,0
48788.311772,1,1,0,0,0
48788.313774,1,1,0,0,0
48788.315782,1,1,0,0,0
48788.317864,1,1,0,0,0
48788.319946,1,1,0,0,0
48788.322028,1,1,0,0,0
48788.324087,1,1,0,0,0
48788.326046,1,1,0,0,0
48788.328004,1,1,0,0,0
48788.329963,1,1,0,0,0
48788.331944,1,1,0,0,0
48788.333976,1,1,0,0,0
48788.336007,1,1,0,0,0
48788.338039,1,1,0,0,0
48788.340061,1,1,0,0,0
48788.342073,1,1,0,0,0
48788.344085,1,1,0,0,0
48788.346097,1,1,0,0,0
48788.348116,1,1,0,0,0
48788.350142,1,1,0,0,0
48788.352167,1,1,0,0,0
48788.354192,1,1,0,0,0
48788.356217,1,1,0,0,0
48788.358242,1,1,0,0,0
48788.360266,1,1,0,0,0
48788.362291,1,1,0,0,0
48788.364172,1,1,0,0,0
48788.36602,1,1,0,0,0
48788.367868,1,1,0,0,0
48788.369717,1,1,0,0,0
48788.371736,1,1,0,0,0
48788.373767,1,1,0,0,0
48788.375798,1,1,0,0,0
48788.37783,1,1,0,0,0
48788.379873,1,1,0,0,0
48788.381917,1,1,0,0,0
48788.383961,1,1,0,0,0
48788.385996,1,1,0,0,0
48788.387999,1,1,0,0,0
48788.390001,1,1,0,0,0
48788.392004,1,1,0,0,0
48788.39401,1,1,0,0,0
48788.396024,1,1,0,0,0
48788.398038,1,1,0,0,0
48788.400052,1,1,0,0,0
48788.402175,1,1,0,0,0
48788.404437,1,1,0,0,0
48788.406699,1,1,0,0,0
48788.408961,1,1,0,0,0
48788.410963,1,1,0,0,0
48788.412762,1,1,0,0,0
48788.414562,1,1,0,0,0
48788.416361,1,1,0,0,0
48788.418424,1,1,0,0,0
48788.420606,0,0,0,0,0
48788.422787,0,0,0,0,0
48788.424969,0,0,0,0,0
48788.426738,0,0,0,0,0
48788.428412,0,0,0,0,0
48788.430086,0,0,0,0,0
48788.43176,0,0,0,0,0
48788.433761,0,0,0,0,0
48788.435784,0,0,0,0,0
48788.437807,0,0,0,0,0
48788.43983,0,0,0,0,0
48788.441848,0,0,0,0,0
48788.443866,0,0,0,0,0
48788.445884,0,0,0,0,0
48788.447914,0,0,0,0,0
48788.44999,0,0,0,0,0
48788.452067,0,0,0,0,0
48788.454144,0,0,0,0,0
48788.456192,0,0,0,0,0
48788.458174,0,0,0,0,0
48788.460157,0,0,0,0,0
48788.462139,0,0,0,0,0
48788.464128,0,0,0,0,0
48788.466124,0,0,0,0,0
48788.46812,0,0,0,0,0
48788.470116,0,0,0,0,0
48788.472132,0,0,0,0,0
48788.474163,0,0,0,0,0
48788.476194,0,0,0,0,0
48788.478225,0,0,0,0,0
48788.480244,0,0,0,0,0
48788.482257,0,0,0,0,0
48788.484269,0,0,0,0,0
48788.486282,0,0,0,0,0
48788.488183,0,0,0,0,0
48788.490059,0,0,0,0,0
48788.491934,0,0,0,0,0
48788.493809,0,0,0,0,0
48788.495815,0,0,0,0,0
48788.49783,0,0,0,0,0
48788.499845,0,0,0,0,0
48788.501861,0,0,0,0,0
48788.503887,0,0,0,0,0
48788.505914,0,0,0,0,0
