381, 565, 16742
399, 580, 16742
393, 561, 16722
385, 564, 16743
373, 579, 16748
366, 528, 16738
368, 567, 16733
404, 576, 16727
376, 559, 16734
369, 565, 16736
386, 555, 16735
384, 556, 16738
392, 574, 16737
386, 556, 16723
381, 558, 16733
392, 550, 16736
381, 548, 16740
368, 557, 16745
378, 549, 16742
378, 557, 16755
380, 556, 16728
395, 559, 16735
388, 550, 16741
385, 549, 16737
385, 559, 16735
375, 565, 16749
383, 557, 16744
391, 559, 16744
378, 562, 16737
391, 559, 16739
397, 568, 16743
400, 569, 16729
391, 598, 16750
386, 561, 16748
361, 561, 16729
380, 572, 16731
384, 562, 16729
380, 556, 16736
393, 566, 16753
392, 568, 16744
398, 575, 16737
395, 553, 16745
383, 565, 16750
380, 545, 16758
373, 575, 16736
399, 555, 16732
382, 565, 16727
390, 568, 16727
395, 574, 16748
373, 565, 16742
326, 185, -16186
297, 191, -16171
306, 185, -16191
314, 178, -16184
303, 200, -16188
303, 207, -16172
286, 177, -16192
311, 178, -16182
315, 202, -16169
330, 193, -16196
304, 176, -16179
304, 194, -16181
302, 182, -16180
296, 181, -16183
302, 188, -16187
311, 197, -16194
305, 191, -16193
326, 199, -16199
303, 181, -16161
306, 165, -16160
318, 189, -16164
303, 186, -16188
326, 182, -16179
313, 184, -16185
292, 186, -16174
316, 168, -16179
302, 185, -16173
333, 199, -16183
302, 205, -16184
326, 171, -16193
313, 177, -16175
302, 181, -16181
322, 185, -16178
314, 187, -16192
301, 189, -16177
312, 181, -16184
293, 174, -16170
306, 176, -16182
319, 186, -16183
315, 196, -16182
312, 195, -16189
317, 201, -16175
316, 185, -16180
329, 211, -16196
310, 196, -16193
320, 193, -16199
308, 203, -16182
316, 191, -16191
306, 217, -16185
321, 195, -16196
16416, -203, 259
16419, -205, 277
16419, -201, 272
16423, -177, 260
16434, -197, 261
16414, -207, 256
16432, -199, 253
16420, -185, 255
16423, -199, 255
16416, -194, 255
16408, -182, 261
16421, -193, 252
16428, -190, 248
16414, -179, 268
16432, -194, 274
16429, -199, 258
16418, -195, 253
16432, -202, 270
16429, -192, 251
16424, -184, 260
16420, -184, 249
16412, -212, 263
16419, -200, 246
16429, -183, 248
16426, -185, 247
16423, -214, 271
16423, -188, 263
16400, -216, 262
16417, -207, 259
16417, -197, 252
16424, -187, 262
16410, -199, 264
16416, -199, 256
16415, -182, 266
16407, -187, 264
16401, -196, 279
16408, -194, 275
16416, -204, 274
16405, -203, 256
16413, -203, 268
16415, -185, 258
16432, -190, 252
16406, -195, 248
16418, -192, 261
16413, -199, 262
16404, -194, 257
16406, -193, 252
16416, -187, 268
16429, -193, 251
16418, -194, 269
-16380, 301, 212
-16356, 295, 212
-16364, 286, 223
-16375, 286, 222
-16376, 287, 229
-16357, 282, 227
-16378, 275, 223
-16355, 286, 212
-16370, 272, 223
-16356, 291, 216
-16364, 291, 220
-16373, 296, 229
-16374, 289, 220
-16378, 278, 221
-16385, 282, 229
-16366, 284, 232
-16371, 270, 215
-16383, 280, 215
-16377, 284, 225
-16356, 282, 218
-16380, 273, 224
-16376, 277, 219
-16368, 282, 215
-16371, 278, 221
-16366, 296, 206
-16377, 280, 214
-16386, 275, 212
-16381, 265, 222
-16384, 266, 215
-16378, 273, 202
-16378, 278, 201
-16376, 270, 208
-16370, 280, 225
-16378, 276, 223
-16374, 283, 211
-16373, 275, 212
-16360, 266, 201
-16370, 285, 216
-16362, 280, 208
-16372, 262, 209
-16360, 270, 217
-16376, 269, 223
-16356, 266, 202
-16360, 271, 226
-16362, 275, 200
-16368, 255, 210
-16366, 282, 216
-16361, 281, 205
-16377, 287, 208
-16361, 285, 209
-142, -16199, -188
-163, -16192, -176
-157, -16172, -181
-149, -16169, -182
-140, -16172, -175
-154, -16164, -175
-157, -16169, -177
-164, -16176, -186
-152, -16186, -180
-155, -16187, -179
-157, -16197, -192
-157, -16181, -170
-160, -16179, -184
-160, -16169, -203
-162, -16182, -185
-160, -16178, -191
-165, -16151, -185
-149, -16179, -184
-164, -16187, -186
-177, -16198, -163
-156, -16180, -182
-162, -16185, -194
-156, -16182, -187
-175, -16180, -191
-137, -16181, -176
-164, -16181, -190
-156, -16162, -174
-161, -16171, -181
-147, -16188, -175
-156, -16175, -190
-157, -16174, -194
-151, -16163, -198
-140, -16170, -196
-160, -16181, -206
-155, -16149, -202
-154, -16167, -194
-150, -16166, -193
-162, -16160, -183
-157, -16166, -178
-149, -16163, -188
-151, -16164, -189
-166, -16168, -201
-160, -16158, -195
-152, -16166, -197
-163, -16173, -197
-140, -16164, -180
-148, -16179, -184
-169, -16181, -196
-155, -16177, -196
-162, -16183, -200
-238, 16640, 214
-208, 16638, 210
-210, 16647, 212
-195, 16638, 213
-206, 16650, 210
-200, 16631, 226
-215, 16643, 223
-216, 16638, 216
-218, 16633, 215
-213, 16645, 213
-203, 16641, 216
-208, 16647, 209
-211, 16640, 203
-202, 16645, 213
-203, 16630, 210
-216, 16639, 217
-226, 16639, 200
-213, 16640, 207
-219, 16647, 202
-220, 16641, 213
-224, 16637, 230
-206, 16614, 229
-220, 16643, 228
-219, 16641, 210
-216, 16635, 213
-210, 16644, 218
-222, 16643, 214
-204, 16633, 199
-220, 16638, 234
-212, 16635, 217
-216, 16633, 223
-227, 16648, 227
-222, 16638, 223
-228, 16631, 236
-206, 16624, 220
-226, 16635, 216
-235, 16628, 242
-221, 16633, 220
-233, 16631, 240
-209, 16648, 224
-217, 16640, 213
-226, 16608, 223
-209, 16634, 211
-216, 16633, 224
-225, 16633, 222
-217, 16636, 211
-220, 16631, 216
-215, 16643, 208
-203, 16626, 214
-221, 16646, 223
11865, 242, 11612
11867, 267, 11599
11880, 260, 11618
11882, 270, 11597
11894, 256, 11613
11876, 260, 11600
11880, 246, 11603
11879, 272, 11597
11875, 265, 11607
11872, 276, 11585
11886, 283, 11602
11869, 273, 11596
11893, 281, 11595
11882, 253, 11603
11887, 280, 11601
11884, 273, 11582
11879, 261, 11607
11881, 258, 11602
11879, 268, 11603
11886, 259, 11613
11891, 281, 11593
11879, 268, 11591
11902, 279, 11594
11890, 272, 11592
11882, 256, 11590
11891, 306, 11594
11898, 276, 11582
11890, 268, 11596
11895, 294, 11598
11917, 281, 11596
11893, 280, 11609
11883, 270, 11591
11862, 282, 11586
11882, 257, 11616
11884, 275, 11600
11878, 268, 11598
11889, 268, 11602
11872, 272, 11613
11888, 265, 11600
11882, 255, 11614
11876, 253, 11620
11876, 269, 11605
11877, 277, 11605
11870, 256, 11593
11893, 281, 11582
11878, 278, 11595
11878, 271, 11584
11871, 268, 11590
11875, 279, 11586
11888, 273, 11593
-11081, 1094, 12384
-11088, 1097, 12397
-11080, 1075, 12402
-11087, 1087, 12409
-11103, 1076, 12409
-11100, 1095, 12405
-11082, 1093, 12410
-11083, 1093, 12412
-11081, 1092, 12395
-11101, 1106, 12407
-11087, 1092, 12388
-11088, 1101, 12409
-11095, 1084, 12397
-11081, 1097, 12414
