399, -181, -221
402, -191, -221
408, -180, -219
412, -181, -228
411, -180, -214
403, -175, -217
411, -182, -229
405, -184, -216
412, -184, -221
402, -176, -228
410, -173, -218
412, -176, -228
406, -193, -234
411, -180, -219
407, -184, -221
391, -188, -222
406, -182, -219
407, -176, -216
407, -186, -221
416, -185, -227
410, -184, -226
398, -175, -219
410, -178, -213
412, -178, -223
410, -184, -221
398, -190, -212
397, -176, -218
392, -176, -216
398, -185, -209
386, -193, -202
363, -175, -197
351, -173, -193
344, -168, -196
349, -171, -186
331, -173, -176
330, -177, -170
310, -175, -157
308, -168, -151
311, -153, -141
289, -149, -132
292, -162, -130
280, -158, -129
270, -155, -96
274, -156, -98
256, -154, -78
246, -159, -73
246, -169, -53
231, -164, -48
230, -186, -32
222, -176, -14
222, -189, -4
218, -198, 8
207, -215, 2
199, -215, 19
206, -213, 23
192, -223, 19
207, -230, 24
206, -234, 31
201, -229, 28
199, -238, 29
205, -241, 39
202, -246, 34
203, -242, 36
211, -242, 36
205, -243, 34
202, -238, 34
201, -242, 55
193, -239, 60
201, -250, 63
201, -250, 68
199, -249, 74
196, -255, 65
205, -264, 72
203, -258, 73
201, -258, 73
211, -263, 70
198, -258, 78
198, -260, 80
201, -250, 105
202, -246, 116
207, -241, 136
194, -236, 156
205, -236, 156
206, -234, 160
198, -216, 170
215, -225, 183
208, -216, 182
227, -210, 196
224, -216, 209
213, -213, 207
225, -194, 208
232, -197, 216
225, -186, 218
229, -188, 212
232, -166, 218
241, -169, 217
244, -156, 224
253, -155, 250
258, -150, 253
263, -153, 245
254, -154, 264
264, -151, 272
278, -147, 270
277, -159, 281
286, -147, 280
283, -150, 275
280, -155, 298
294, -154, 306
313, -155, 308
317, -169, 319
332, -154, 346
335, -175, 354
353, -164, 358
359, -166, 355
372, -160, 360
386, -169, 363
397, -168, 380
407, -168, 377
413, -167, 373
425, -171, 375
436, -167, 381
437, -178, 372
440, -189, 397
453, -181, 397
456, -180, 398
460, -189, 392
463, -181, 397
472, -193, 393
482, -190, 388
493, -191, 397
489, -188, 401
503, -189, 399
501, -189, 387
518, -191, 397
520, -188, 381
527, -185, 391
526, -184, 387
540, -193, 383
545, -182, 383
553, -203, 396
554, -191, 387
561, -199, 392
567, -191, 395
577, -202, 382
580, -190, 373
596, -190, 388
610, -176, 370
626, -169, 358
649, -164, 341
653, -166, 330
691, -153, 308
692, -149, 291
710, -151, 279
723, -153, 258
734, -140, 233
747, -146, 219
756, -147, 201
759, -132, 183
761, -145, 159
773, -130, 145
772, -137, 131
766, -134, 116
769, -132, 109
761, -127, 94
760, -123, 83
765, -123, 60
758, -125, 50
764, -129, 47
753, -130, 18
764, -116, 9
758, -120, -1
749, -111, -7
756, -119, -14
742, -110, -28
744, -119, -32
741, -111, -37
740, -107, -45
729, -101, -59
715, -97, -70
729, -101, -72
717, -86, -80
704, -89, -78
696, -95, -86
688, -93, -96
688, -93, -101
678, -88, -94
675, -88, -106
659, -84, -122
654, -79, -120
651, -76, -127
642, -77, -126
646, -68, -135
629, -66, -132
634, -55, -127
626, -63, -142
611, -66, -137
598, -63, -152
593, -63, -152
575, -53, -150
574, -62, -161
574, -72, -166
556, -59, -166
551, -77, -186
549, -67, -183
546, -75, -188
535, -79, -195
521, -77, -191
522, -76, -192
525, -73, -202
508, -80, -196
501, -80, -201
503, -88, -201
493, -83, -196
491, -98, -196
479, -92, -207
475, -98, -206
461, -105, -217
463, -116, -218
451, -99, -204
456, -120, -212
449, -118, -219
448, -119, -218
453, -108, -221
459, -118, -217
463, -114, -211
459, -105, -214
469, -110, -199
469, -107, -207
467, -97, -209
464, -94, -199
464, -89, -209
461, -89, -207
458, -85, -186
458, -85, -191
459, -73, -180
464, -66, -180
470, -67, -178
487, -66, -177
478, -54, -186
491, -49, -166
469, -47, -170
473, -54, -173
482, -55, -177
486, -59, -178
494, -58, -180
498, -70, -178
520, -73, -177
526, -70, -186
527, -84, -190
534, -85, -196
535, -86, -199
556, -85, -191
556, -83, -186
559, -77, -183
556, -75, -176
553, -68, -182
558, -66, -175
554, -54, -161
546, -44, -156
545, -40, -155
546, -38, -149
540, -42, -140
545, -35, -150
541, -28, -136
545, -22, -132
548, -14, -118
537, -1, -103
535, 3, -100
531, 5, -94
535, 22, -75
529, 20, -49
518, 25, -57
522, 35, -36
504, 37, -28
504, 37, -18
501, 46, -2
499, 42, 6
491, 46, 22
491, 59, 37
494, 55, 48
479, 58, 63
483, 46, 79
480, 64, 84
468, 51, 101
463, 54, 111
460, 51, 131
459, 45, 140
458, 59, 159
458, 36, 168
446, 29, 182
446, 42, 187
446, 32, 190
432, 25, 196
434, 22, 209
429, 19, 219
425, 10, 238
408, 3, 247
408, -6, 242
403, -11, 259
397, -10, 260
403, -27, 267
378, -32, 277
370, -40, 281
368, -47, 294
355, -71, 304
341, -90, 310
332, -99, 316
354, -116, 337
350, -133, 344
348, -143, 356
354, -160, 357
351, -178, 375
370, -180, 383
367, -199, 385
374, -207, 395
403, -237, 396
410, -243, 399
411, -265, 398
417, -274, 407
434, -286, 408
450, -311, 407
458, -332, 412
464, -341, 403
478, -365, 397
492, -367, 403
510, -392, 398
511, -391, 395
523, -399, 390
527, -413, 376
539, -417, 380
560, -431, 376
559, -446, 360
567, -459, 355
568, -457, 344
565, -470, 346
572, -487, 332
572, -490, 313
563, -499, 314
560, -501, 299
563, -514, 299
560, -514, 304
568, -517, 284
575, -535, 274
565, -527, 269
583, -535, 252
580, -548, 244
587, -560, 221
585, -561, 199
587, -568, 186
597, -573, 178
585, -574, 162
589, -578, 146
574, -583, 124
593, -582, 115
588, -584, 105
587, -581, 64
594, -586, 62
585, -595, 40
594, -586, 37
593, -582, 16
579, -581, 0
594, -570, -24
597, -568, -39
607, -560, -47
597, -549, -59
613, -527, -68
608, -533, -85
622, -526, -114
627, -500, -111
629, -499, -120
626, -504, -130
623, -483, -140
636, -473, -145
639, -468, -145
654, -455, -150
654, -447, -155
660, -440, -161
653, -435, -163
666, -434, -160
673, -402, -166
673, -394, -168
691, -378, -166
696, -373, -166
701, -363, -161
707, -359, -160
702, -341, -150
720, -325, -150
726, -316, -146
740, -315, -140
739, -293, -119
745, -281, -118
756, -277, -109
761, -269, -96
763, -260, -83
773, -260, -85
764, -251, -79
765, -260, -80
774, -246, -74
777, -249, -62
777, -259, -57
774, -251, -62
788, -258, -63
777, -261, -69
760, -276, -73
766, -280, -91
750, -296, -98
750, -325, -122
737, -338, -130
727, -356, -142
723, -381, -151
693, -381, -156
694, -400, -157
675, -417, -151
677, -434, -145
669, -444, -142
651, -473, -130
634, -473, -127
631, -496, -115
632, -516, -114
618, -520, -103
616, -525, -105
599, -526, -91
588, -538, -78
565, -543, -73
556, -549, -67
530, -558, -70
525, -564, -55
493, -565, -49
483, -583, -32
472, -571, -33
450, -568, -7
436, -564, -6
432, -573, 12
413, -569, 26
411, -574, 33
399, -560, 54
399, -570, 64
379, -570, 89
378, -553, 98
370, -551, 113
356, -536, 134
365, -545, 145
354, -531, 159
346, -523, 181
345, -517, 204
339, -492, 226
344, -490, 245
331, -479, 270
329, -453, 280
337, -437, 284
337, -426, 311
325, -421, 314
342, -400, 334
346, -386, 347
350, -369, 354
350, -367, 354
354, -352, 370
364, -344, 377
370, -333, 381
382, -321, 382
383, -309, 396
399, -290, 392
397, -293, 395
421, -268, 406
422, -264, 404
423, -247, 406
437, -238, 407
455, -228, 407
469, -221, 408
482, -206, 413
491, -204, 402
496, -178, 399
513, -181, 397
527, -169, 388
536, -171, 385
545, -167, 381
564, -166, 375
577, -155, 372
582, -145, 375
596, -151, 358
604, -150, 355
613, -146, 356
617, -147, 340
617, -158, 332
641, -138, 309
646, -141, 309
663, -140, 305
661, -125, 304
668, -121, 295
678, -121, 280
677, -118, 277
688, -129, 255
698, -124, 255
697, -128, 239
699, -118, 242
713, -121, 223
723, -116, 216
725, -120, 202
736, -124, 181
742, -123, 155
760, -133, 157
759, -132, 131
764, -147, 111
768, -143, 90
772, -158, 57
770, -159, 48
775, -159, 26
770, -167, 16
768, -180, 3
769, -181, -2
766, -197, -12
785, -208, -16
779, -207, -32
774, -210, -54
763, -221, -65
764, -225, -81
763, -221, -75
755, -216, -95
750, -232, -100
749, -249, -114
739, -256, -136
741, -272, -146
722, -273, -152
708, -285, -159
707, -302, -167
689, -299, -190
677, -325, -199
663, -319, -206
637, -321, -218
627, -347, -216
618, -367, -212
607, -370, -236
603, -385, -227
597, -394, -223
594, -402, -221
580, -416, -214
568, -434, -212
578, -439, -207
556, -448, -193
555, -452, -202
550, -452, -199
542, -460, -199
546, -472, -186
532, -481, -192
530, -465, -195
531, -469, -196
539, -464, -201
544, -466, -203
548, -452, -207
559, -456, -203
565, -439, -212
570, -434, -217
580, -424, -199
599, -396, -223
608, -395, -224
610, -396, -221
617, -378, -226
637, -344, -216
634, -325, -227
637, -321, -221
642, -303, -226
636, -309, -219
645, -287, -238
623, -276, -239
615, -249, -245
612, -251, -243
607, -230, -243
598, -226, -239
585, -216, -257
579, -204, -245
559, -191, -243
556, -191, -245
541, -186, -243
520, -190, -249
507, -188, -257
498, -178, -258
484, -201, -262
472, -195, -249
458, -186, -250
437, -171, -240
437, -163, -248
418, -159, -229
416, -143, -229
411, -133, -222
412, -129, -223
407, -121, -213
407, -108, -203
407, -95, -188
408, -92, -187
403, -66, -180
411, -66, -185
416, -60, -175
429, -55, -170
450, -54, -168
464, -50, -167
470, -59, -159
496, -38, -151
527, -45, -155
555, -58, -152
575, -50, -157
591, -55, -145
598, -71, -160
623, -73, -150
639, -92, -145
653, -106, -149
672, -120, -150
702, -138, -137
710, -154, -127
715, -175, -122
742, -177, -115
742, -190, -100
741, -217, -109
753, -224, -93
749, -225, -84
766, -233, -67
778, -237, -63
778, -250, -58
788, -260, -36
803, -276, -11
797, -287, 4
806, -304, 28
806, -315, 45
803, -309, 55
802, -321, 62
796, -322, 70
803, -335, 75
801, -348, 83
799, -344, 79
792, -347, 84
804, -357, 91
815, -355, 101
789, -352, 114
794, -355, 126
794, -355, 111
784, -365, 121
791, -377, 125
777, -373, 141
780, -377, 142
788, -374, 140
780, -377, 145
778, -377, 157
788, -387, 165
773, -382, 170
774, -391, 176
783, -395, 177
770, -405, 167
775, -398, 170
770, -408, 175
778, -382, 165
779, -412, 149
772, -404, 149
774, -417, 146
770, -421, 152
768, -411, 155
773, -405, 170
778, -411, 162
773, -405, 162
777, -407, 168
765, -424, 177
755, -413, 197
758, -413, 202
751, -404, 208
751, -415, 228
742, -413, 239
723, -409, 253
713, -417, 260
703, -422, 273
696, -433, 283
697, -421, 291
674, -426, 309
664, -429, 329
640, -425, 335
631, -421, 331
626, -421, 341
613, -418, 361
583, -416, 371
572, -409, 365
549, -415, 372
527, -405, 378
503, -412, 375
477, -411, 376
469, -395, 378
449, -405, 368
416, -385, 361
403, -387, 361
396, -382, 358
369, -381, 350
359, -378, 332
336, -378, 335
318, -376, 325
320, -372, 316
299, -359, 319
293, -357, 300
278, -363, 278
272, -348, 277
274, -354, 267
243, -329, 263
244, -333, 247
234, -317, 229
226, -312, 212
212, -298, 201
215, -298, 193
210, -290, 178
203, -286, 165
207, -274, 159
208, -260, 145
205, -259, 134
201, -247, 122
202, -228, 114
194, -225, 96
198, -211, 88
199, -204, 79
207, -194, 54
205, -189, 52
210, -181, 34
199, -176, 37
216, -169, 11
213, -162, 8
224, -151, -11
232, -155, -22
243, -150, -42
248, -145, -34
237, -142, -42
240, -142, -39
245, -137, -44
250, -134, -62
256, -128, -68
264, -128, -83
270, -129, -89
270, -111, -79
284, -102, -88
292, -110, -100
302, -86, -95
308, -95, -99
306, -88, -116
322, -92, -120
337, -92, -127
339, -67, -129
351, -75, -124
364, -59, -126
379, -28, -134
401, -40, -137
418, -40, -130
420, -28, -141
435, -41, -136
441, -50, -152
455, -64, -176
460, -72, -186
472, -84, -190
475, -103, -206
492, -115, -212
511, -132, -213
520, -138, -229
539, -142, -228
561, -163, -226
588, -185, -234
596, -193, -229
621, -208, -222
625, -202, -203
646, -213, -207
659, -219, -190
670, -228, -183
688, -223, -173
691, -246, -176
711, -259, -156
731, -272, -134
740, -284, -108
751, -290, -104
758, -289, -95
766, -300, -69
772, -313, -59
778, -325, -38
785, -335, -31
785, -328, 6
789, -337, 34
798, -348, 50
792, -350, 77
785, -359, 98
796, -351, 108
784, -360, 134
796, -356, 137
783, -359, 160
783, -354, 162
788, -351, 167
783, -341, 170
791, -333, 152
798, -320, 162
796, -312, 152
802, -306, 149
789, -293, 141
799, -280, 124
803, -242, 105
801, -219, 55
789, -215, 49
785, -182, 33
784, -168, 7
763, -156, 8
770, -146, -3
747, -130, -13
749, -140, -14
744, -124, -32
731, -119, -52
723, -103, -59
716, -108, -49
716, -103, -47
710, -84, -40
712, -79, -36
691, -75, -54
697, -68, -50
683, -49, -49
677, -37, -48
655, -41, -37
660, -20, -27
665, -28, -19
663, -12, 0
665, -20, 22
