t,u,v,seg,a
25.109796425,30,0.16190087890625,27,-1694.0532098626757
25.109801455,30,0.17042196655273434,27,1694.0532098626757
25.109812058,30,0.17894305419921874,27,1602.0093339330758
25.109817378,30,0.17042196655273434,27,-1601.7082043340924
25.109822692,30,0.16190087890625,27,-1603.5166808726347
25.109828006,30,0.17042196655273434,27,1603.5166819446774
25.109844652,30,0.17894305419921874,27,1497.818183135978
25.109850341,30,0.16190087890625,27,-2995.6363662719464
25.109855369,30,0.17042196655273434,27,1694.7270576550031
25.109865237999998,30,0.17894305419921874,27,1727.014116979024
25.109870537,30,0.17042196655273434,27,-1608.0557924402253
25.109891921,30,0.17894305419921874,27,1596.0081746668477
25.109897260999997,30,0.17042196655273434,27,-1595.7092977684893
25.109902558,30,0.16190087890625,27,-1608.6629485918252
25.109907849,30,0.17894305419921874,27,3220.974353023928
25.109913139,30,0.17042196655273434,27,-1610.7916153754752
25.109939823,30,0.16190087890625,27,-1594.5149034222313
