t,u,v,seg
48804.445912,8,0.023508182525634767,15
48804.447926,8,0.02373204803466797,15
48804.44994,8,0.02350818061828613,15
48804.451954,8,0.02350818061828613,15
48804.453956,8,0.02350818061828613,15
48804.455932,8,0.02350818061828613,15
48804.457908,8,0.023284313201904296,15
48804.459884,8,0.023284313201904296,15
48804.461892,8,0.023284313201904296,15
48804.463943,8,0.023284313201904296,15
48804.465994,8,0.02306044387817383,15
48804.468044,8,0.02306044387817383,15
48804.470071,8,0.023284313201904296,15
48804.47208,8,0.023284313201904296,15
48804.474089,8,0.023284313201904296,15
48804.476098,8,0.023284313201904296,15
48804.478123,8,0.023284313201904296,15
48804.480156,8,0.023284313201904296,15
48804.482188,8,0.023284313201904296,15
48804.484221,8,0.023284313201904296,15
48804.486622,8,0.023284313201904296,15
48804.489109,8,0.023284313201904296,15
48804.491596,8,0.023284313201904296,15
48804.494083,8,0.023508182525634767,15
48804.496429,8,0.023508182525634767,15
48804.498766,8,0.023508182525634767,15
48804.501103,8,0.023508182525634767,15
48804.50336,8,0.023284313201904296,15
48804.504425,8,0.023284313201904296,15
48804.50549,8,0.02350829315185547,15
48804.506554,8,0.02350829315185547,15
48804.507797,8,0.02350829315185547,15
48804.50981,8,0.02350829315185547,15
48804.511823,8,0.023732162475585936,15
48804.513836,8,0.023732162475585936,15
48804.515851,8,0.02350829315185547,15
48804.517872,8,0.02350829315185547,15
48804.519893,8,0.02350829315185547,15
48804.521914,8,0.02350829315185547,15
48804.52394,8,0.02350829315185547,15
48804.52597,8,0.02350829315185547,15
48804.528,8,0.02350829315185547,15
48804.53003,8,0.02350829315185547,15
48804.532045,8,0.02350829315185547,15
48804.534047,8,0.02350829315185547,15
48804.53605,8,0.02350829315185547,15
48804.538052,8,0.02350829315185547,15
48804.540075,8,0.02350829315185547,15
48804.542107,8,0.02350829315185547,15
48804.544139,8,0.02350829315185547,15
48804.546171,8,0.02350829315185547,15
48804.548248,8,0.02350829315185547,15
48804.550335,8,0.02350829315185547,15
48804.552423,8,0.02350829315185547,15
48804.55451,8,0.02350829315185547,15
48804.556313,8,0.02350829315185547,15
48804.558097,8,0.02350829315185547,15
48804.55988,8,0.02350829315185547,15
48804.561679,8,0.023732162475585936,15
48804.5637,8,0.023732162475585936,15
48804.565722,8,0.02350829315185547,15
48804.567744,8,0.023284425735473634,15
48804.569769,8,0.023284425735473634,15
48804.571809,8,0.023284425735473634,15
48804.573849,8,0.023284425735473634,15
48804.575889,8,0.023284425735473634,15
48804.577915,8,0.02350829315185547,15
48804.57991,8,0.02350829315185547,15
48804.581905,8,0.02350829315185547,15
48804.583901,8,0.02350829315185547,15
48804.585904,8,0.023732162475585936,15
48804.587919,8,0.023732162475585936,15
48804.589933,8,0.023732162475585936,15
48804.591948,8,0.023732162475585936,15
48804.593974,8,0.023732162475585936,15
48804.59601,8,0.023732162475585936,15
48804.598046,8,0.023732162475585936,15
48804.600083,8,0.023732162475585936,15
48804.602423,8,0.023732162475585936,15
48804.604902,8,0.023732162475585936,15
48804.607381,8,0.023732162475585936,15
48804.609861,8,0.023732162475585936,15
48804.611601,8,0.023732162475585936,15
48804.613171,8,0.023732162475585936,15
48804.614741,8,0.023732162475585936,15
48804.616311,8,0.023732162475585936,15
48804.61816,8,0.023732162475585936,15
48804.620027,8,0.023732162475585936,15
48804.621894,8,0.023732162475585936,15
48804.623771,8,0.023732162475585936,15
48804.625796,8,0.023732162475585936,15
48806.720125,9,0.032017189025878905,17
48806.72198,9,0.032017189025878905,17
48806.723835,9,0.032017189025878905,17
48806.725919,9,0.032017189025878905,17
48806.728019,9,0.032017189025878905,17
48806.730118,9,0.032017189025878905,17
48806.732208,9,0.032017189025878905,17
48806.734147,9,0.032017189025878905,17
48806.736086,9,0.03179332160949707,17
48806.738025,9,0.03179332160949707,17
48806.73998,9,0.03179332160949707,17
48806.742008,9,0.03179332160949707,17
48806.744036,9,0.032017303466796876,17
48806.746065,9,0.032017303466796876,17
48806.74809,9,0.032017303466796876,17
48806.750111,9,0.032017303466796876,17
48806.752132,9,0.032017303466796876,17
48806.754152,9,0.032017303466796876,17
48806.756276,9,0.032017303466796876,17
48806.758533,9,0.032241172790527343,17
48806.76079,9,0.032241172790527343,17
48806.763046,9,0.032017303466796876,17
48806.765033,9,0.03224128341674805,17
48806.76681,9,0.03224128341674805,17
48806.768587,9,0.03224128341674805,17
48806.770364,9,0.03224128341674805,17
48806.772364,9,0.03224128341674805,17
48806.774465,9,0.03224128341674805,17
48806.776566,9,0.03224128341674805,17
48806.778667,9,0.032465152740478516,17
48806.780723,9,0.032465152740478516,17
48806.782768,9,0.032465152740478516,17
48806.784814,9,0.032465152740478516,17
48806.786859,9,0.032465152740478516,17
48806.788684,9,0.032465152740478516,17
48806.790494,9,0.032465152740478516,17
48806.792305,9,0.032465152740478516,17
48806.794124,9,0.032241172790527343,17
48806.796091,9,0.032241172790527343,17
48806.798058,9,0.032241172790527343,17
48806.800024,9,0.032241172790527343,17
48806.802006,9,0.032017303466796876,17
48806.804054,9,0.032017303466796876,17
48806.806102,9,0.032017303466796876,17
48806.808149,9,0.032017303466796876,17
48806.810187,9,0.032017303466796876,17
48806.812202,9,0.032017303466796876,17
48806.814217,9,0.032017303466796876,17
48806.816231,9,0.032017303466796876,17
48806.818236,9,0.032241172790527343,17
48806.820229,9,0.032241172790527343,17
48806.822221,9,0.032465038299560545,17
48806.824213,9,0.032465038299560545,17
48806.826223,9,0.032465038299560545,17
48806.828246,9,0.032688907623291005,17
48806.830269,9,0.032688907623291005,17
48806.832292,9,0.032688907623291005,17
48806.834315,9,0.032688907623291005,17
48806.836338,9,0.032465038299560545,17
48806.83836,9,0.032465038299560545,17
48806.840383,9,0.032465038299560545,17
48806.842271,9,0.032241172790527343,17
48806.844128,9,0.032017192840576164,17
48806.845985,9,0.032017192840576164,17
48806.847842,9,0.032017192840576164,17
48806.849847,9,0.032017192840576164,17
48806.851863,9,0.032017192840576164,17
48806.853878,9,0.032017192840576164,17
48806.855895,9,0.032017192840576164,17
48806.857921,9,0.032017192840576164,17
48806.859948,9,0.03224105834960937,17
48806.861974,9,0.03224105834960937,17
48806.864001,9,0.03224105834960937,17
48806.86603,9,0.03224105834960937,17
48806.868059,9,0.032017192840576164,17
48806.870088,9,0.032017192840576164,17
48806.872122,9,0.0317933235168457,17
48806.874167,9,0.0317933235168457,17
48806.876211,9,0.032017189025878905,17
48806.878256,9,0.032017189025878905,17
48806.880349,9,0.032017189025878905,17
48806.882505,9,0.032017189025878905,17
48806.884661,9,0.032017189025878905,17
48806.886817,9,0.03224105834960937,17
48806.888874,9,0.03224105834960937,17
48806.890854,9,0.03224105834960937,17
48806.892834,9,0.03224105834960937,17
48806.894815,9,0.03224105834960937,17
48806.896795,9,0.03224105834960937,17
48806.898775,9,0.03224105834960937,17
48806.900755,9,0.03224105834960937,17
48806.902736,9,0.03224105834960937,17
48806.904716,9,0.03201707458496094,17
48806.906696,9,0.03201707458496094,17
48806.908676,9,0.03201707458496094,17
48806.910657,9,0.03201707458496094,17
48806.912637,9,0.032240947723388674,17
48806.914617,9,0.032240947723388674,17
48806.916597,9,0.032240947723388674,17
48806.91857,9,0.032240947723388674,17
48806.920432,9,0.03246481704711914,17
48806.922294,9,0.03246481704711914,17
48806.924156,9,0.03246481704711914,17
48806.926047,9,0.03246481704711914,17
48806.928061,9,0.03246481704711914,17
48806.930076,9,0.03246481704711914,17
48806.932091,9,0.03246481704711914,17
48806.934111,9,0.03246481704711914,17
48806.936141,9,0.03246481704711914,17
48806.938171,9,0.03246481704711914,17
48806.940201,9,0.03246481704711914,17
48806.942218,9,0.03246481704711914,17
48806.944217,9,0.03246481704711914,17
48806.946217,9,0.03268868255615234,17
48806.948217,9,0.03268868255615234,17
48806.950235,9,0.03268868255615234,17
48809.044535,10,0.04410652160644531,19
48809.046618,10,0.04410652160644531,19
48809.048701,10,0.04410652160644531,19
48809.050724,10,0.04410652160644531,19
48809.05267,10,0.04410652160644531,19
48809.054616,10,0.04410652160644531,19
48809.056562,10,0.04410652160644531,19
48809.058556,10,0.04410652160644531,19
48809.060588,10,0.04410652160644531,19
48809.062619,10,0.04410652160644531,19
48809.064651,10,0.04410652160644531,19
48809.066665,10,0.044330390930175774,19
48809.068671,10,0.044330390930175774,19
48809.070677,10,0.044330390930175774,19
48809.072683,10,0.044330390930175774,19
48809.074586,10,0.044330390930175774,19
48809.076465,10,0.044330390930175774,19
48809.078345,10,0.044330390930175774,19
48809.080224,10,0.044330390930175774,19
48809.082209,10,0.044330390930175774,19
48809.084201,10,0.044330390930175774,19
48809.086194,10,0.044330390930175774,19
48809.088188,10,0.044330390930175774,19
48809.090205,10,0.044330390930175774,19
48809.092222,10,0.044330390930175774,19
48809.094238,10,0.044330390930175774,19
48809.096258,10,0.044330390930175774,19
48809.098286,10,0.044330390930175774,19
48809.100315,10,0.04455426025390625,19
48809.102344,10,0.04455426025390625,19
48809.104369,10,0.04455426025390625,19
48809.106385,10,0.04455426025390625,19
48809.108401,10,0.04455426025390625,19
48809.110417,10,0.04455426025390625,19
48809.112489,10,0.04455426025390625,19
48809.114632,10,0.04455426025390625,19
48809.116776,10,0.04455426025390625,19
48809.118919,10,0.04455426025390625,19
48809.120921,10,0.04455426025390625,19
48809.122814,10,0.04455426025390625,19
48809.124707,10,0.04455426025390625,19
48809.126599,10,0.04455426025390625,19
48809.128582,10,0.04455426025390625,19
48809.130607,10,0.04455426025390625,19
48809.132632,10,0.04455426025390625,19
48809.134657,10,0.04455426025390625,19
48809.136561,10,0.04455426025390625,19
48809.138438,10,0.04455426025390625,19
48809.140314,10,0.044778129577636716,19
48809.142191,10,0.044778129577636716,19
48809.144599,10,0.044778129577636716,19
48809.147042,10,0.044778129577636716,19
48809.149486,10,0.044778129577636716,19
48809.151877,10,0.044778129577636716,19
48809.153479,10,0.044778129577636716,19
48809.155081,10,0.044778129577636716,19
48809.156683,10,0.044778129577636716,19
48809.158361,10,0.044778129577636716,19
48809.160372,10,0.044778129577636716,19
48809.162383,10,0.044778129577636716,19
48809.164394,10,0.044778129577636716,19
48809.166401,10,0.044778129577636716,19
48809.168397,10,0.044778129577636716,19
48809.170393,10,0.044778129577636716,19
48809.172389,10,0.044778129577636716,19
48809.174409,10,0.04500210952758789,19
48809.17646,10,0.04500210952758789,19
48809.178511,10,0.04500210952758789,19
48809.180561,10,0.04500210952758789,19
48809.182584,10,0.04522597503662109,19
48809.184586,10,0.04522597503662109,19
48809.186588,10,0.04522597503662109,19
48809.18859,10,0.04522597503662109,19
48809.190793,10,0.045449844360351564,19
48809.193088,10,0.04567371368408203,19
48809.195382,10,0.04567371368408203,19
48809.197677,10,0.04567371368408203,19
48809.199393,10,0.04567371368408203,19
48809.200974,10,0.04567371368408203,19
48809.202556,10,0.04567371368408203,19
48809.204138,10,0.04567371368408203,19
48809.206133,10,0.04567371368408203,19
48809.208156,10,0.04567371368408203,19
48809.210179,10,0.04567371368408203,19
48809.212204,10,0.04567371368408203,19
48809.214247,10,0.04567371368408203,19
48809.21629,10,0.04567371368408203,19
48809.218333,10,0.04567371368408203,19
48809.22037,10,0.04567371368408203,19
48809.222379,10,0.04567371368408203,19
48809.224387,10,0.04567371368408203,19
48809.226396,10,0.04567371368408203,19
48809.228442,10,0.04567371368408203,19
48809.23057,10,0.04567371368408203,19
48809.232698,10,0.04567371368408203,19
48809.234825,10,0.04544973373413086,19
48809.236894,10,0.04544973373413086,19
48809.238887,10,0.04544973373413086,19
48809.240881,10,0.04544973373413086,19
48809.242874,10,0.04567359924316406,19
48809.244837,10,0.04567359924316406,19
48809.246777,10,0.04544973373413086,19
48809.248716,10,0.04544973373413086,19
48809.250656,10,0.04544973373413086,19
48809.252639,10,0.04544973373413086,19
48809.254642,10,0.04522575378417969,19
48809.256645,10,0.04544962310791016,19
48809.258649,10,0.04544962310791016,19
48809.26056,10,0.04544962310791016,19
48809.26245,10,0.04544962310791016,19
48809.264339,10,0.04544962310791016,19
48809.266229,10,0.04544962310791016,19
48809.268217,10,0.04544962310791016,19
48809.270211,10,0.04544962310791016,19
48809.272205,10,0.04544962310791016,19
48809.274202,10,0.04544962310791016,19
48811.368966,15,0.07142113494873047,21
48811.370782,15,0.07142113494873047,21
48811.372599,15,0.07142113494873047,21
48811.374416,15,0.07142113494873047,21
48811.376426,15,0.071197265625,21
48811.378448,15,0.071197265625,21
48811.380471,15,0.071421142578125,21
48811.382494,15,0.071421142578125,21
48811.384537,15,0.071421142578125,21
48811.38658,15,0.07164500427246094,21
48811.388622,15,0.07164500427246094,21
48811.390654,15,0.07186886596679687,21
48811.392637,15,0.07164500427246094,21
48811.39462,15,0.07164500427246094,21
48811.396602,15,0.07164500427246094,21
48811.398651,15,0.07164500427246094,21
48811.400843,15,0.07164500427246094,21
48811.403035,15,0.07164500427246094,21
48811.405227,15,0.07164500427246094,21
48811.407442,15,0.07164500427246094,21
48811.409689,15,0.07164500427246094,21
48811.411935,15,0.071421142578125,21
48811.414181,15,0.071421142578125,21
48811.416427,15,0.0716451187133789,21
48811.418673,15,0.0716451187133789,21
48811.420919,15,0.0716451187133789,21
48811.423165,15,0.0716451187133789,21
48811.425411,15,0.0716451187133789,21
48811.427658,15,0.0716451187133789,21
48811.429904,15,0.0716451187133789,21
48811.43215,15,0.0716451187133789,21
48811.433406,15,0.0716451187133789,21
48811.434433,15,0.07142124938964843,21
48811.435461,15,0.07142124938964843,21
48811.436488,15,0.07142124938964843,21
48811.43854,15,0.07142124938964843,21
48811.44066,15,0.07142124938964843,21
48811.44278,15,0.07142124938964843,21
48811.444888,15,0.071197265625,21
48811.446812,15,0.071197265625,21
48811.448737,15,0.071197265625,21
48811.450662,15,0.071197265625,21
48811.452602,15,0.071197265625,21
48811.454606,15,0.071197265625,21
48811.45661,15,0.071197265625,21
48811.458614,15,0.07142113494873047,21
48811.460632,15,0.07142113494873047,21
48811.46268,15,0.07142113494873047,21
48811.464728,15,0.07164511108398437,21
48811.466776,15,0.07186898803710938,21
48811.468806,15,0.07186898803710938,21
48811.470812,15,0.07186898803710938,21
48811.472819,15,0.07186898803710938,21
48811.474825,15,0.07186898803710938,21
48811.476823,15,0.07164511108398437,21
48811.478815,15,0.07164511108398437,21
48811.480807,15,0.07186898803710938,21
48811.482799,15,0.07186898803710938,21
48811.484842,15,0.07186898803710938,21
48811.486908,15,0.07164511108398437,21
48811.488975,15,0.07164511108398437,21
48811.491041,15,0.07164511108398437,21
48811.492916,15,0.07164511108398437,21
48811.494747,15,0.07164511108398437,21
48811.496577,15,0.07164511108398437,21
48811.498408,15,0.07164511108398437,21
48811.500415,15,0.07186898040771485,21
48811.502434,15,0.07186898040771485,21
48811.504452,15,0.07186898040771485,21
48811.506472,15,0.07164511108398437,21
48811.508504,15,0.07164511108398437,21
48811.510535,15,0.07142124938964843,21
48811.512567,15,0.07142124938964843,21
48811.514595,15,0.071197265625,21
48811.516607,15,0.07142113494873047,21
48811.518618,15,0.07142113494873047,21
48811.52063,15,0.07142113494873047,21
48811.522641,15,0.07142113494873047,21
48811.524652,15,0.07142113494873047,21
48811.526664,15,0.07142113494873047,21
48811.528675,15,0.07142113494873047,21
48811.530706,15,0.07142113494873047,21
48811.532763,15,0.07142113494873047,21
48811.534819,15,0.07142113494873047,21
48811.536876,15,0.07142113494873047,21
48811.538928,15,0.07142113494873047,21
48811.540976,15,0.07142113494873047,21
48811.543024,15,0.07142113494873047,21
48811.545072,15,0.07142113494873047,21
48811.547059,15,0.07142113494873047,21
48811.549019,15,0.07142113494873047,21
48811.550979,15,0.07142113494873047,21
48811.552938,15,0.07142113494873047,21
48811.554818,15,0.07142113494873047,21
48811.55668,15,0.07164500427246094,21
48811.558542,15,0.07164500427246094,21
48811.560403,15,0.07164500427246094,21
48811.562406,15,0.07164500427246094,21
48811.564418,15,0.07142102813720703,21
48811.56643,15,0.0716448974609375,21
48811.568451,15,0.0714210205078125,21
48811.570593,15,0.0714210205078125,21
48811.572736,15,0.0714210205078125,21
48811.574879,15,0.0714210205078125,21
48811.576981,15,0.0714210205078125,21
48811.578905,15,0.0716448974609375,21
48811.580829,15,0.0716448974609375,21
48811.582754,15,0.0716448974609375,21
48811.584707,15,0.07186886596679687,21
48811.586724,15,0.07164500427246094,21
48811.588741,15,0.07164500427246094,21
48811.590758,15,0.07164500427246094,21
48811.592776,15,0.07164500427246094,21
48811.594796,15,0.07164500427246094,21
48811.596816,15,0.07164500427246094,21
48811.598836,15,0.07164500427246094,21
48813.694918,20,0.10366093444824218,23
48813.696945,20,0.10366093444824218,23
48813.698972,20,0.10366093444824218,23
48813.700991,20,0.10388480377197264,23
48813.702998,20,0.10410867309570312,23
48813.705005,20,0.10410867309570312,23
48813.707011,20,0.10410867309570312,23
48813.709026,20,0.10388480377197264,23
48813.711046,20,0.10410867309570312,23
48813.713066,20,0.10410867309570312,23
48813.715087,20,0.10433265686035156,23
48813.717265,20,0.10433265686035156,23
48813.719516,20,0.10433265686035156,23
48813.721766,20,0.1045565185546875,23
48813.724016,20,0.10433265686035156,23
48813.725768,20,0.10433265686035156,23
48813.727404,20,0.10433265686035156,23
48813.72904,20,0.10433265686035156,23
48813.730676,20,0.1045565185546875,23
48813.732679,20,0.1045565185546875,23
48813.734707,20,0.1045565185546875,23
48813.736734,20,0.1045565185546875,23
48813.738762,20,0.1045565185546875,23
48813.740784,20,0.1045565185546875,23
48813.742805,20,0.1045565185546875,23
48813.744827,20,0.10500447082519533,23
48813.746848,20,0.10500447082519533,23
48813.748862,20,0.10500447082519533,23
48813.750876,20,0.10500447082519533,23
48813.752889,20,0.10500447082519533,23
48813.75504,20,0.10500447082519533,23
48813.75749,20,0.10522834777832032,23
48813.75994,20,0.10545221710205079,23
48813.76239,20,0.10545221710205079,23
48813.764456,20,0.10589994812011717,23
48813.766029,20,0.10589994812011717,23
48813.767602,20,0.10612381744384765,23
48813.769175,20,0.10612381744384765,23
48813.77101,20,0.10612381744384765,23
48813.773048,20,0.10589994812011717,23
48813.775086,20,0.10589994812011717,23
48813.777124,20,0.10589994812011717,23
48813.77915,20,0.10567608642578123,23
48813.781169,20,0.10567608642578123,23
48813.783189,20,0.10567608642578123,23
48813.785209,20,0.1054521026611328,23
48813.7871,20,0.1054521026611328,23
48813.78896,20,0.1054521026611328,23
48813.790821,20,0.1054521026611328,23
48813.792681,20,0.10522823333740235,23
48813.79469,20,0.10522823333740235,23
48813.796707,20,0.10500436401367187,23
48813.798725,20,0.10500436401367187,23
48813.800743,20,0.10478050231933592,23
48813.80276,20,0.10455663299560546,23
48813.804776,20,0.10455663299560546,23
48813.806793,20,0.10455663299560546,23
48813.808818,20,0.104332763671875,23
48813.810877,20,0.104332763671875,23
48813.812936,20,0.104332763671875,23
48813.814995,20,0.10410878753662108,23
48813.817105,20,0.10410878753662108,23
48813.819328,20,0.10410878753662108,23
48813.821551,20,0.10388491821289063,23
48813.823775,20,0.10388491821289063,23
48813.825804,20,0.10388491821289063,23
48813.827583,20,0.10388491821289063,23
48813.829362,20,0.10410878753662108,23
48813.831142,20,0.10410878753662108,23
48813.833082,20,0.10388491821289063,23
48813.835147,20,0.10366093444824218,23
48813.837212,20,0.10366093444824218,23
48813.839277,20,0.10388481140136717,23
48813.841276,20,0.10388481140136717,23
48813.843247,20,0.10388481140136717,23
48813.845217,20,0.10388481140136717,23
48813.847187,20,0.10388481140136717,23
48813.849069,20,0.10388481140136717,23
48813.85093,20,0.10366093444824218,23
48813.852792,20,0.10366093444824218,23
48813.854653,20,0.10366093444824218,23
48813.856661,20,0.10366093444824218,23
48813.858677,20,0.10366093444824218,23
48813.860694,20,0.10366093444824218,23
48813.862713,20,0.10388481140136717,23
48813.864758,20,0.10388481140136717,23
48813.866804,20,0.10388481140136717,23
48813.86885,20,0.10343707275390623,23
48813.870883,20,0.10343707275390623,23
48813.872861,20,0.10343707275390623,23
48813.874839,20,0.10366104888916015,23
48813.876818,20,0.10343717956542968,23
48813.878825,20,0.10343717956542968,23
48813.880898,20,0.10343717956542968,23
48813.882971,20,0.10343717956542968,23
48813.885044,20,0.1036611557006836,23
48813.887083,20,0.1036611557006836,23
48813.889079,20,0.1036611557006836,23
48813.891074,20,0.10343728637695312,23
48813.89307,20,0.10343728637695312,23
48813.895095,20,0.10343728637695312,23
48813.897145,20,0.10343728637695312,23
48813.899194,20,0.1036611557006836,23
48813.901243,20,0.1036611557006836,23
48813.903248,20,0.1036611557006836,23
48813.905234,20,0.10321320343017579,23
48813.907219,20,0.10321320343017579,23
48813.909204,20,0.10321320343017579,23
48813.911087,20,0.10343707275390623,23
48813.912946,20,0.10343707275390623,23
48813.914805,20,0.1032130889892578,23
48813.916663,20,0.10298922729492188,23
48813.918669,20,0.10298922729492188,23
48813.920685,20,0.10298922729492188,23
48813.922701,20,0.10298922729492188,23
48813.924725,20,0.10298922729492188,23
48816.021201,25,0.13119918823242188,25
48816.02306,25,0.13097531127929687,25
48816.024919,25,0.13097531127929687,25
48816.026927,25,0.13097531127929687,25
48816.028946,25,0.13097531127929687,25
48816.030964,25,0.13097531127929687,25
48816.032982,25,0.13097531127929687,25
48816.035007,25,0.1307513427734375,25
48816.037031,25,0.1307513427734375,25
48816.039055,25,0.1305274658203125,25
48816.041076,25,0.1303035888671875,25
48816.043083,25,0.1303035888671875,25
48816.04509,25,0.1303035888671875,25
48816.047098,25,0.1303035888671875,25
48816.049108,25,0.13007972717285157,25
48816.051126,25,0.13007972717285157,25
48816.053145,25,0.13007972717285157,25
48816.055163,25,0.13007972717285157,25
48816.05719,25,0.13007972717285157,25
48816.05923,25,0.13007972717285157,25
48816.06127,25,0.13007972717285157,25
48816.06331,25,0.13007972717285157,25
48816.065337,25,0.13007972717285157,25
48816.067354,25,0.13007972717285157,25
48816.069371,25,0.13007972717285157,25
48816.071388,25,0.13007972717285157,25
48816.073403,25,0.13007972717285157,25
48816.075417,25,0.13007972717285157,25
48816.077431,25,0.13007972717285157,25
48816.079444,25,0.13007972717285157,25
48816.081343,25,0.12985586547851563,25
48816.083214,25,0.13007972717285157,25
48816.085085,25,0.12985574340820313,25
48816.086957,25,0.12985574340820313,25
48816.088969,25,0.1300796203613281,25
48816.09099,25,0.12985574340820313,25
48816.093011,25,0.12985574340820313,25
48816.095032,25,0.12985574340820313,25
48816.097044,25,0.12985574340820313,25
48816.099055,25,0.12985574340820313,25
48816.101067,25,0.1296318817138672,25
48816.103078,25,0.1296318817138672,25
48816.105086,25,0.1296318817138672,25
48816.107095,25,0.1296318817138672,25
48816.109103,25,0.1296318817138672,25
48816.111123,25,0.1296318817138672,25
48816.113167,25,0.1296318817138672,25
48816.115212,25,0.1296318817138672,25
48816.117256,25,0.1296318817138672,25
48816.119356,25,0.1296318817138672,25
48816.121528,25,0.1296318817138672,25
48816.123699,25,0.1298557586669922,25
48816.125871,25,0.12985574340820313,25
48816.127863,25,0.1296318817138672,25
48816.129715,25,0.1296318817138672,25
48816.131567,25,0.1296318817138672,25
48816.133419,25,0.1296318817138672,25
48816.13539,25,0.1296318817138672,25
48816.137416,25,0.1296318817138672,25
48816.139442,25,0.1296318817138672,25
48816.141467,25,0.1296318817138672,25
48816.14336,25,0.1296318817138672,25
48816.145222,25,0.1296318817138672,25
48816.147084,25,0.1296318817138672,25
48816.148946,25,0.12940802001953125,25
48816.150963,25,0.1296318817138672,25
48816.152991,25,0.1296318817138672,25
48816.155018,25,0.1296318817138672,25
48816.157044,25,0.1296318817138672,25
48816.159055,25,0.12940802001953125,25
48816.161066,25,0.1296318817138672,25
48816.163077,25,0.12940802001953125,25
48816.16509,25,0.12940802001953125,25
48816.167117,25,0.12940802001953125,25
48816.169143,25,0.12940802001953125,25
48816.171169,25,0.12940802001953125,25
48816.173189,25,0.12940802001953125,25
48816.175195,25,0.12940802001953125,25
48816.177201,25,0.12940802001953125,25
48816.179207,25,0.12940802001953125,25
48816.181236,25,0.12940802001953125,25
48816.183294,25,0.12940802001953125,25
48816.185352,25,0.12940802001953125,25
48816.187411,25,0.12918414306640624,25
48816.18943,25,0.12918414306640624,25
48816.191419,25,0.12918414306640624,25
48816.193408,25,0.12918414306640624,25
48816.195397,25,0.12918414306640624,25
48816.197401,25,0.12940802001953125,25
48816.199411,25,0.12940802001953125,25
48816.201421,25,0.1296318817138672,25
48816.203431,25,0.1296318817138672,25
48816.205334,25,0.1296318817138672,25
48816.207212,25,0.1296318817138672,25
48816.20909,25,0.1296318817138672,25
48816.210968,25,0.1296318817138672,25
48816.212973,25,0.1296318817138672,25
48816.214986,25,0.12940791320800782,25
48816.216999,25,0.12940791320800782,25
48816.219015,25,0.12940791320800782,25
48816.221082,25,0.12940791320800782,25
48816.223149,25,0.12918405151367188,25
48816.225215,25,0.12918405151367188,25
48816.227268,25,0.12940791320800782,25
48816.229262,25,0.12940791320800782,25
48816.231256,25,0.12940791320800782,25
48816.23325,25,0.12940791320800782,25
48816.23525,25,0.12940791320800782,25
48816.237262,25,0.12940791320800782,25
48816.239273,25,0.12940791320800782,25
48816.241285,25,0.12963177490234376,25
48816.243299,25,0.12940791320800782,25
48816.245315,25,0.12940791320800782,25
48816.247331,25,0.12963177490234376,25
48816.249347,25,0.12963177490234376,25
48816.251363,25,0.12963177490234376,25
48818.349471,30,0.1634403076171875,27
48818.351493,30,0.1634403076171875,27
48818.353506,30,0.1634403076171875,27
48818.355519,30,0.1636642913818359,27
48818.357532,30,0.1636642913818359,27
48818.359559,30,0.1636642913818359,27
48818.361596,30,0.16388816833496092,27
48818.363634,30,0.16388816833496092,27
48818.365671,30,0.16388816833496092,27
48818.36768,30,0.1636642913818359,27
48818.369675,30,0.1636642913818359,27
48818.371671,30,0.1636642913818359,27
48818.373666,30,0.1636642913818359,27
48818.375564,30,0.1636642913818359,27
48818.37744,30,0.1636642913818359,27
48818.379315,30,0.1636642913818359,27
48818.38119,30,0.1636642913818359,27
48818.383222,30,0.1636642913818359,27
48818.385263,30,0.1636642913818359,27
48818.387305,30,0.1634404296875,27
48818.389345,30,0.1634404296875,27
48818.391353,30,0.163216552734375,27
48818.393361,30,0.163216552734375,27
48818.395369,30,0.163216552734375,27
48818.397391,30,0.16299269104003905,27
48818.399474,30,0.16299269104003905,27
48818.401558,30,0.16299269104003905,27
48818.403641,30,0.16299269104003905,27
48818.405679,30,0.16299269104003905,27
48818.407617,30,0.16299269104003905,27
48818.409555,30,0.16299269104003905,27
48818.411493,30,0.16276882934570314,27
48818.413492,30,0.16276882934570314,27
48818.415568,30,0.16254486083984376,27
48818.417644,30,0.16254486083984376,27
48818.41972,30,0.16254486083984376,27
48818.421744,30,0.16254486083984376,27
48818.423729,30,0.16254486083984376,27
48818.425714,30,0.16254486083984376,27
48818.427699,30,0.16254486083984376,27
48818.429802,30,0.16254486083984376,27
48818.431959,30,0.16232098388671876,27
48818.434116,30,0.16232098388671876,27
48818.436273,30,0.16232098388671876,27
48818.43843,30,0.16232098388671876,27
48818.440587,30,0.16232098388671876,27
48818.442744,30,0.16232098388671876,27
48818.444901,30,0.16232098388671876,27
48818.447058,30,0.16232098388671876,27
48818.449215,30,0.16232098388671876,27
48818.451373,30,0.16232098388671876,27
48818.453485,30,0.16232098388671876,27
48818.454921,30,0.16254486083984376,27
48818.456358,30,0.16232087707519532,27
48818.457795,30,0.16232087707519532,27
48818.459343,30,0.16232086181640626,27
48818.461375,30,0.16232086181640626,27
48818.463407,30,0.16232086181640626,27
48818.465439,30,0.16209689331054689,27
48818.467463,30,0.16209689331054689,27
48818.469468,30,0.16187301635742188,27
48818.471473,30,0.16209689331054689,27
48818.473478,30,0.16209689331054689,27
48818.475492,30,0.16209689331054689,27
48818.477518,30,0.16232077026367187,27
48818.479544,30,0.16232077026367187,27
48818.481569,30,0.16232077026367187,27
